Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Number.of.Passengers,Destroyed,UniqueID
20001214X43055,Accident,LAX83LA243,1983-05-19,"WILLOWS, CA",United States,,,Non-Fatal,Substantial,N48381,Grumman,G-164A,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Grumman G-164A
20001214X43052,Accident,LAX83LA237,1983-05-19,"TORRANCE, CA",United States,TOA,TORRANCE MUNICIPAL,Non-Fatal,Substantial,N48768,Cessna,152,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 152
20001214X42849,Accident,ANC83LA082,1983-05-19,"KENAI, AK",United States,LZ1,ARNESS STRIP,Non-Fatal,Substantial,N7488W,Piper,PA-28-180,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA-28-180
20001214X43152,Accident,SEA83LA102,1983-05-20,"IDAHO FALLS, ID",United States,IDA,FANNING,Non-Fatal,Destroyed,N757SP,Cessna,TRI82,No,1,Reciprocating,Personal,0.0,1.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,2.0,True,Cessna TRI82
20001214X43113,Accident,NYC83FA122,1983-05-20,"N. STONINGTON, CT",United States,,,Non-Fatal,Destroyed,N4980G,Cessna,172N,No,1,Reciprocating,Unknown,0.0,2.0,5.0,0.0,Imc,Cruise,Probable Cause,,7.0,True,Cessna 172N
20001214X43112,Accident,NYC83FA121,1983-05-20,"OLD LYME, CT",United States,,,Fatal(1),Destroyed,N231HT,Mooney,M-20K,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Imc,Climb,Probable Cause,,1.0,True,Mooney M-20K
20001214X42955,Accident,DEN83LA115,1983-05-20,"MONTROSE, CO",United States,,,Non-Fatal,Destroyed,N1129W,Bell,47G-3B-1,No,1,Turbo Shaft,Unknown,0.0,0.0,1.0,1.0,Imc,Maneuvering,Probable Cause,,2.0,True,Bell 47G-3B-1
20001214X43054,Accident,LAX83LA239,1983-05-20,"TUCSON, AZ",United States,RYN,RYAN,Non-Fatal,Substantial,N8406M,Cessna,150K,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 150K
20001214X43053,Accident,LAX83LA238,1983-05-20,"RIVERSIDE, CA",United States,RIR,FLA-BOB,Non-Fatal,Substantial,N5547B,Cessna,182,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Standing,Probable Cause,,2.0,False,Cessna 182
20001214X42882,Accident,ATL83LA193,1983-05-20,"NASHVILLE, TN",United States,BNA,NASHVILLE METRO,Non-Fatal,Substantial,N8074M,Cessna,182P,No,1,Reciprocating,Personal,0.0,0.0,4.0,0.0,Vmc,Approach,Probable Cause,,4.0,False,Cessna 182P
20001214X42881,Accident,ATL83LA192,1983-05-20,"STANTON, KY",United States,,STANTON,Non-Fatal,Substantial,N3828N,Beech,A36,No,1,Reciprocating,Personal,0.0,0.0,1.0,0.0,Vmc,Approach,Probable Cause,,1.0,False,Beech A36
20001214X42880,Accident,ATL83LA191,1983-05-20,"WISE, VA",United States,LNP,LONESOME PINE,Non-Fatal,Substantial,N654H,Enstrom,F-28C,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Taxi,Probable Cause,,1.0,False,Enstrom F-28C
20001214X42845,Accident,ANC83LA077,1983-05-20,"ANIAK, AK",United States,NONE,,Non-Fatal,Substantial,N2725M,Piper,PA-12,No,1,Reciprocating,Personal,0.0,1.0,0.0,2.0,Vmc,Takeoff,Probable Cause,,3.0,False,Piper PA-12
20001214X43141,Accident,SEA83FAD02,1983-05-20,"NEAR YAKUTAT, AK",United States,YAK,YALUTAT,Non-Fatal,Substantial,N67099,Sud Aviation,SA 318C,No,1,Turbo Shaft,Unknown,0.0,0.0,0.0,4.0,Vmc,Landing,Probable Cause,,4.0,False,Sud Aviation SA 318C
20001214X43133,Accident,NYC83LA123,1983-05-20,"GREENVILLE, ME",United States,,,Non-Fatal,Substantial,N9052M,Cessna,180H,No,1,Reciprocating,Unknown,0.0,0.0,0.0,4.0,Imc,Cruise,Probable Cause,,4.0,False,Cessna 180H
20001214X43089,Accident,MKC83FA112,1983-05-20,"ST. LOUIS, MO",United States,STL,LAMBERT-ST. LOUIS INTNTL.,Non-Fatal,Substantial,N40483,Boeing,727-100,No,3,Turbo Fan,Unknown,0.0,0.0,0.0,52.0,Vmc,Taxi,Probable Cause,,52.0,False,Boeing 727-100
20001214X43014,Accident,LAX83FA240,1983-05-21,"MESA, AZ",United States,P16,MESA,Fatal(2),Destroyed,N721R,Ryan,PT-22/ST-3KR,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,2.0,True,Ryan PT-22/ST-3KR
20001214X42940,Accident,DEN83FA116,1983-05-21,"LANDER, WY",United States,,,Fatal(2),Destroyed,N54609,Cessna,172P,No,1,Reciprocating,Business,2.0,0.0,0.0,0.0,Unk,Cruise,Probable Cause,,2.0,True,Cessna 172P
20001214X42864,Accident,ATL83FA194,1983-05-21,"DUBLIN, VA",United States,PSK,NEW RIVER VALLEY,Fatal(2),Destroyed,N1467L,Beech,A23,No,1,Reciprocating,Instructional,2.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,2.0,True,Beech A23
20001214X43155,Accident,SEA83LA106,1983-05-21,"CLE ELUM, WA",United States,,,Non-Fatal,Substantial,N71836,Luscombe,8A,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Luscombe 8A
20001214X43153,Accident,SEA83LA104,1983-05-21,"KLAMATH FALLS, OR",United States,LMT,KINGSLEY,Non-Fatal,Substantial,N4728B,Cessna,180,No,1,Reciprocating,Personal,0.0,0.0,0.0,4.0,Vmc,Landing,Probable Cause,,4.0,False,Cessna 180
20001214X43136,Accident,NYC83LA131,1983-05-21,"TAUNTON, MA",United States,TAN,TAUNTON,Non-Fatal,Substantial,N2632G,Cessna,182B,No,1,Reciprocating,Other Work Use,0.0,0.0,0.0,4.0,Vmc,Taxi,Probable Cause,,4.0,False,Cessna 182B
20001214X43057,Accident,LAX83LA245,1983-05-21,"ELSINORE, CA",United States,L49,SKYLARK,Non-Fatal,Substantial,N4347B,Piper,PA24-250,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA24-250
20001214X42843,Accident,ANC83FA080,1983-05-21,"KING SALMON, AK",United States,AKN,KING SALMON,Non-Fatal,Substantial,N1822M,Curtiss-wright,C-46F,No,2,Reciprocating,Unknown,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,,2.0,False,Curtiss-wright C-46F
20001214X43139,Accident,SEA83FA103,1983-05-22,"SOUTH PRAIRIE, WA",United States,,CAWLEY PRIVATE,Fatal(1),Destroyed,N3852G,Cessna,U206,No,1,Reciprocating,Personal,1.0,4.0,1.0,0.0,Vmc,Landing,Probable Cause,,6.0,True,Cessna U206
20001214X43015,Accident,LAX83FA241,1983-05-22,"VAN NUYS, CA",United States,VNY,VAN NUYS,Fatal(4),Destroyed,N1150S,Mooney,M20K,No,1,Reciprocating,Personal,4.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,4.0,True,Mooney M20K
20001214X42947,Accident,DEN83FTI04,1983-05-22,"HAMILTON, MT",United States,6S5,,Fatal(2),Destroyed,N5112Q,Cessna,152,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,2.0,True,Cessna 152
20001214X42865,Accident,ATL83FA198,1983-05-22,"CHESSON, AL",United States,,,Fatal(4),Destroyed,N313ZM,Beech,V35B,No,1,Reciprocating,Personal,4.0,0.0,0.0,0.0,Vmc,Cruise,Probable Cause,,4.0,True,Beech V35B
20001214X43056,Accident,LAX83LA244,1983-05-22,"REDDING, CA",United States,085,BENTON FIELD,Non-Fatal,Substantial,NC204K,Great Lakes,2T-1A,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Great Lakes 2T-1A
20001214X42956,Accident,DEN83LA117,1983-05-22,"BIG PINEY, WY",United States,BPI,BIG PINEY,Non-Fatal,Substantial,N3726H,Aircoupe,415-C,No,1,Reciprocating,Personal,0.0,0.0,1.0,1.0,Vmc,Takeoff,Probable Cause,,2.0,False,Aircoupe 415-C
20001214X42897,Accident,CHI83FA224,1983-05-22,"JOLIET, IL",United States,0C3,WILHELMI,Non-Fatal,Substantial,N53700,Cessna,172P,No,1,Reciprocating,Instructional,0.0,0.0,2.0,1.0,Imc,Approach,Probable Cause,,3.0,False,Cessna 172P
20001214X42883,Accident,ATL83LA195,1983-05-22,"NASHVILLE, TN",United States,M88,CORNELIA FORT,Non-Fatal,Substantial,N52848,Cessna,182P,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Cessna 182P
20001214X42851,Accident,ANC83LA084,1983-05-22,"BIG LAKE, AK",United States,AK89,SETTLERS BAY,Non-Fatal,Substantial,N43598,Piper,PA-28-151,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Go-Around,Probable Cause,,2.0,False,Piper PA-28-151
20001214X43016,Accident,LAX83FA242B,1983-05-22,"BRIDGEPORT, CA",United States,,,Fatal(1),Substantial,N6482,Schempp-hirth,STANDARD CIRRUS,No,,Unknown,Unknown,1.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,2.0,False,Schempp-hirth STANDARD CIRRUS
20001214X43016,Accident,LAX83FA242A,1983-05-22,"BRIDGEPORT, CA",United States,,,Fatal(1),Substantial,N184N,Schempp-hirth,STANDARD CIRRUS,No,,Unknown,Unknown,1.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,2.0,False,Schempp-hirth STANDARD CIRRUS
20001214X43074,Accident,MIA83FA145,1983-05-23,"POMPANO BEACH, FL",United States,FXE,FT. LAUDERDALE,Fatal(1),Destroyed,N8983C,Piper,PA-22,No,1,Reciprocating,Personal,1.0,1.0,0.0,0.0,Vmc,Go-Around,Probable Cause,,2.0,True,Piper PA-22
20001214X42949,Incident,DEN83IA119,1983-05-23,"COLORADO SPRING, CO",United States,,,Incident,Minor,N840TW,Boeing,727-31H,No,3,Turbo Fan,Unknown,0.0,0.0,0.0,25.0,Vmc,Taxi,Probable Cause,,25.0,False,Boeing 727-31H
20001214X43154,Accident,SEA83LA105,1983-05-23,"WINEAR, ID",United States,,,Non-Fatal,Substantial,N7778V,Callair,A-9B,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Callair A-9B
20001214X43134,Accident,NYC83LA124,1983-05-23,"OLEAN, NY",United States,OLE,OLEAN,Non-Fatal,Substantial,N3777A,Piper,PA-22,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Taxi,Probable Cause,,1.0,False,Piper PA-22
20001214X42853,Accident,ANC83LA086,1983-05-23,"CENTRAL, AK",United States,CHP,CIRCLE HOT SPRINGS,Non-Fatal,Substantial,N2487D,Cessna,170,No,1,Reciprocating,Personal,0.0,0.0,0.0,4.0,Vmc,Landing,Probable Cause,,4.0,False,Cessna 170
20001214X42847,Accident,ANC83LA079,1983-05-23,"ANCHORAGE, AK",United States,,CAMBELL LAKE,Non-Fatal,Substantial,N2797P,Piper,PA-18-150,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Piper PA-18-150
20001214X43095,Incident,MKC83IA115,1983-05-24,"ST. LOUIS, MO",United States,STL,LAMBERT-ST. LOUIS,Incident,Minor,N31013,Lockheed,L-1011-385-1,No,3,Turbo Fan,Unknown,0.0,0.0,0.0,131.0,Vmc,Taxi,Probable Cause,,131.0,False,Lockheed L-1011-385-1
20001214X43091,Accident,MKC83FA114,1983-05-24,"TROY, KS",United States,,,Non-Fatal,Destroyed,N3GK,Hiller,UH-12E,No,1,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,True,Hiller UH-12E
20001214X42941,Accident,DEN83FA120,1983-05-24,"CANON CITY, CO",United States,1V6,FREMONT COUNTY,Fatal(2),Destroyed,N2433L,Piper,PA-38-112,No,1,Reciprocating,Instructional,2.0,0.0,0.0,0.0,Vmc,Approach,Probable Cause,,2.0,True,Piper PA-38-112
20001214X43157,Accident,SEA83LA108,1983-05-24,"TOUCHET, WA",United States,,,Non-Fatal,Substantial,N8576C,Piper,PA18-150,No,1,Reciprocating,Business,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA18-150
20001214X43058,Accident,LAX83LA248,1983-05-24,"GOSHEN, CA",United States,,,Non-Fatal,Substantial,N51763,Enstrom,280C,No,1,Reciprocating,Business,0.0,0.0,1.0,1.0,Vmc,Cruise,Probable Cause,,2.0,False,Enstrom 280C
20001214X43002,Accident,FTW83LA246,1983-05-24,"TIMPSON, TX",United States,,DRUMMOND FLY IN,Non-Fatal,Substantial,N62969,Cessna,172,No,1,Reciprocating,Personal,0.0,0.0,1.0,2.0,Vmc,Takeoff,Probable Cause,,3.0,False,Cessna 172
20001214X42957,Accident,DEN83LA118,1983-05-24,"FILLMORE, UT",United States,,,Non-Fatal,Substantial,N90706,Aerospatiale,SA 315B,No,1,Turbo Shaft,Other Work Use,0.0,0.0,0.0,1.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Aerospatiale SA 315B
20001214X42926,Accident,CHI83LA226,1983-05-24,"LANSING, MI",United States,,,Non-Fatal,Substantial,N20ZZ,Schleicher,ASW-20,No,0,Unknown,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Schleicher ASW-20
20001214X42884,Accident,ATL83LA196,1983-05-24,"AUGUSTA, GA",United States,AGS,BUSH FIELD,Non-Fatal,Substantial,N66AH,Piper,PA-34-200T,No,2,Reciprocating,Personal,0.0,0.0,0.0,4.0,Vmc,Landing,Probable Cause,,4.0,False,Piper PA-34-200T
20001214X43156,Accident,SEA83LA107,1983-05-25,"WENDLING, OR",United States,,,Non-Fatal,Destroyed,N7980M,Beech,V35-TC,No,1,Reciprocating,Executive/Corporate,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,1.0,True,Beech V35-TC
20001214X43120,Accident,NYC83FNC03,1983-05-25,"VINALHAVEN, ME",United States,,,Non-Fatal,Destroyed,N5015L,Lake,LA-4-200,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,1.0,True,Lake LA-4-200
20001214X43059,Accident,LAX83LA249,1983-05-25,"LIVE OAK, CA",United States,,,Fatal(1),Destroyed,N6627K,Grumman-schweizer,G-164C,No,1,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,True,Grumman-schweizer G-164C
20001214X42885,Accident,ATL83LA199,1983-05-25,"LEXINGTON, KY",United States,LEX,BLUE GRASS,Non-Fatal,Destroyed,N591W,Siai-marchetti,FN333,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Taxi,Probable Cause,,1.0,True,Siai-marchetti FN333
20001214X43061,Accident,LAX83LA251,1983-05-25,"AGUANGA, CA",United States,,LAKE RIVERSIDE,Non-Fatal,Substantial,N4964L,Piper,PA-28-180,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Takeoff,Probable Cause,,3.0,False,Piper PA-28-180
20001214X43004,Accident,FTW83LA248,1983-05-25,"BREAUX BRIDGE, LA",United States,,,Non-Fatal,Substantial,N5208Z,Piper,PA-22-108,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA-22-108
20001214X43003,Accident,FTW83LA247,1983-05-25,"BEAUMONT, TX",United States,,,Non-Fatal,Substantial,N543FH,Fairchild Hiller,FH-1100,No,1,Turbo Shaft,Business,0.0,0.0,0.0,4.0,Vmc,Takeoff,Probable Cause,,4.0,False,Fairchild Hiller FH-1100
20001214X42927,Accident,CHI83LA227,1983-05-25,"ELGIN, IL",United States,C06,ELGIN,Non-Fatal,Substantial,N6758F,Piper,PA28-151,No,1,Reciprocating,Personal,0.0,0.0,0.0,4.0,Vmc,Approach,Probable Cause,,4.0,False,Piper PA28-151
20001214X43114,Accident,NYC83FA125,1983-05-26,"HAINES FALLS, NY",United States,,,Fatal(1),Destroyed,N1316T,Piper,PA-28-140,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Cruise,Probable Cause,,1.0,True,Piper PA-28-140
20001214X43086,Accident,MIA83LA147,1983-05-26,"JAY, FL",United States,,,Non-Fatal,Destroyed,N6770Z,Piper,PA-25-235,No,1,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,True,Piper PA-25-235
20001214X43075,Accident,MIA83FA146,1983-05-26,"AVON PARK, FL",United States,AVO,AVON PARK,Non-Fatal,Destroyed,N6190N,Cessna,210N,No,1,Reciprocating,Personal,0.0,3.0,2.0,0.0,Vmc,Cruise,Probable Cause,,5.0,True,Cessna 210N
20001214X43018,Accident,LAX83FA253,1983-05-26,"NORCO, CA",United States,RAL,RIVERSIDE MUNI,Fatal(1),Destroyed,N54363,Piper,PA-28-151,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Imc,Cruise,Probable Cause,,1.0,True,Piper PA-28-151
20001214X42873,Incident,ATL83IA208,1983-05-26,"MUSCLE SHOALS, AL",United States,MSL,MUSCLE SHOALS,Incident,Minor,N6935C,Piper,PA-34-200T,No,2,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA-34-200T
20001214X43158,Accident,SEA83LA109,1983-05-26,"EPHRATA, WA",United States,,,Non-Fatal,Substantial,N91419,I.c.a. Brasov,IS-29D,No,0,Unknown,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,I.c.a. Brasov IS-29D
20001214X43005,Accident,FTW83LA249,1983-05-26,"OKLAHOMA CITY, OK",United States,F29,PAGE,Non-Fatal,Substantial,N66245,Cessna,150M,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Approach,Probable Cause,06-11-2001,2.0,False,Cessna 150M
20001214X42958,Accident,DEN83LA121,1983-05-26,"ENNIS, MT",United States,,,Non-Fatal,Substantial,N9975D,Piper,PA-22-150,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Cruise,Probable Cause,,2.0,False,Piper PA-22-150
20001214X42942,Accident,DEN83FA122,1983-05-26,"BILLINGS, MT",United States,,,Non-Fatal,Substantial,N16937,Bell,206B,No,1,Turbo Shaft,Personal,0.0,0.0,0.0,5.0,Vmc,Takeoff,Probable Cause,,5.0,False,Bell 206B
20001214X42887,Accident,ATL83LA202,1983-05-26,"FLORENCE, SC",United States,FLO,FLORENCE CITY COUNTY,Non-Fatal,Substantial,N4395V,Cessna,195,No,1,Reciprocating,Business,0.0,0.0,0.0,1.0,Vmc,Approach,Probable Cause,,1.0,False,Cessna 195
20001214X42886,Accident,ATL83LA200,1983-05-26,"PIKEVILLE, KY",United States,,PIKE COUNTY,Non-Fatal,Substantial,N738QD,Cessna,172N,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 172N
20001214X43096,Incident,MKC83IA116,1983-05-27,"KANSAS CITY, MO",United States,MCI,INTERNATIONAL,Incident,Minor,N11006,Lockheed,L-1011-385-1,No,3,Turbo Jet,Unknown,0.0,0.0,0.0,180.0,Vmc,Descent,Probable Cause,,180.0,False,Lockheed L-1011-385-1
20001214X42872,Incident,ATL83IA201,1983-05-27,"CHARLOTTE, NC",United States,CLT,DOUGLAS INTL,Incident,Minor,N856N,Boeing,727-200,No,3,Turbo Jet,Unknown,0.0,0.0,0.0,150.0,Vmc,Takeoff,Probable Cause,,150.0,False,Boeing 727-200
20001214X43159,Accident,SEA83LA110,1983-05-27,"TURNER, WA",United States,,,Non-Fatal,Substantial,N56426,Boeing Stearman,A75N1,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Boeing Stearman A75N1
20001214X43143,Accident,SEA83FU004,1983-05-27,"KETCHIKAN, AK",United States,,,Non-Fatal,Substantial,NONE,Waspair,TOMCAT,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,1.0,False,Waspair TOMCAT
20001214X43062,Accident,LAX83LA252,1983-05-27,"YREKA, CA",United States,IO5,ROHRER FIELD,Non-Fatal,Substantial,N8018A,Cessna,170B,No,1,Reciprocating,Personal,0.0,0.0,0.0,4.0,Vmc,Takeoff,Probable Cause,,4.0,False,Cessna 170B
20001214X43010,Accident,FTW83LA282,1983-05-27,"MOUNT IDA, AR",United States,7M3,BEARCE,Non-Fatal,Substantial,N56255,Piper,PA-28-140,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Piper PA-28-140
20001214X42963,Accident,DEN83LA128,1983-05-27,"DECKER, MT",United States,,,Non-Fatal,Substantial,N5259E,Cessna,180B,No,1,Reciprocating,Business,0.0,0.0,0.0,2.0,Vmc,Takeoff,Probable Cause,,2.0,False,Cessna 180B
20001214X42930,Accident,CHI83LA232,1983-05-27,"LEBANON, IN",United States,614,BOONE COUNTY,Fatal(1),Substantial,N52470,Boeing,A75N1,No,1,Reciprocating,Personal,1.0,1.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,3.0,False,Boeing A75N1
20001214X42929,Accident,CHI83LA231,1983-05-27,"STEUBENVILLE, OH",United States,2G2,STEUBENVILLE PIER,Non-Fatal,Substantial,N757TV,Cessna,152,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Approach,Probable Cause,,2.0,False,Cessna 152
20001214X42928,Accident,CHI83LA229,1983-05-27,"HOLLAND, MI",United States,C19,TULIP CITY,Non-Fatal,Substantial,N4805B,Cessna,152,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Cessna 152
20001214X43106,Accident,MKC83LA117,1983-05-28,"WHEATLAND, MO",United States,M052,SKYRIDERS,Non-Fatal,Destroyed,N6288U,Mooney,M20C,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Takeoff,Probable Cause,,3.0,True,Mooney M20C
20001214X42892,Accident,ATL83LA209,1983-05-28,"DECATUR, AL",United States,,,Non-Fatal,Destroyed,N2023H,Barnes,AX-6B,No,,Unknown,Personal,0.0,1.0,1.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,True,Barnes AX-6B
20001214X42868,Accident,ATL83FKJ04,1983-05-28,"DECATUR, AL",United States,DCU,PRYOR FIELD,Non-Fatal,Destroyed,N8KD,Cessna,310,No,2,Reciprocating,Personal,0.0,1.0,4.0,0.0,Vmc,Takeoff,Probable Cause,,5.0,True,Cessna 310
20001214X43164,Accident,SEA83LA125,1983-05-28,"KELSO, WA",United States,KLS,KELSO-LONGVIEW,Non-Fatal,Substantial,N6222R,Cessna,150,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Taxi,Probable Cause,,2.0,False,Cessna 150
20001214X43161,Accident,SEA83LA112B,1983-05-28,"BLAKELY ISLAND, WA",United States,S08,BLAKELY ISLAND,Non-Fatal,Substantial,N80202,Cessna,172M,No,1,Reciprocating,Personal,0.0,0.0,0.0,5.0,Vmc,Standing,Probable Cause,,5.0,False,Cessna 172M
20001214X43161,Accident,SEA83LA112A,1983-05-28,"BLAKELY ISLAND, WA",United States,S08,BLAKELY ISLAND,Non-Fatal,Substantial,N2429F,Cessna,180H,No,1,Reciprocating,Personal,0.0,0.0,0.0,5.0,Vmc,Landing,Probable Cause,,5.0,False,Cessna 180H
20001214X43144,Accident,SEA83FYK03,1983-05-28,"COTTAGE GROVE, OR",United States,,COTTAGE GROVE,Non-Fatal,Substantial,N4468K,Ryan-navion,NAV 4,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,1.0,False,Ryan-navion NAV 4
20001214X43135,Accident,NYC83LA127,1983-05-28,"AKRON, NY",United States,9G3,AKRON,Non-Fatal,Substantial,N2581F,Champion,BELLANCA 7GCAA,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Champion BELLANCA 7GCAA
20001214X43108,Accident,MKC83LA119,1983-05-28,"FULTON, MO",United States,H65,MUNICIPAL,Non-Fatal,Substantial,N21CS,Beech,J35,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Beech J35
20001214X43007,Accident,FTW83LA256,1983-05-28,"EL RENO, OK",United States,F28,MUSTANG,Non-Fatal,Substantial,N81978,Aeronca,7AC,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Maneuvering,Probable Cause,,2.0,False,Aeronca 7AC
20001214X43006,Accident,FTW83LA255,1983-05-28,"LOS LUNAS, NM",United States,E98,MID VALLEY,Non-Fatal,Substantial,N1017,Glasflugel,H-301,No,,Unknown,Personal,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Glasflugel H-301
20001214X42973,Accident,FTW83FA251,1983-05-28,"OPELOUSAS, LA",United States,OPL,ST. LAUNDRY AIRPORT,Fatal(1),Substantial,N56932,Enstrom,280C,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Enstrom 280C
20001214X42962,Accident,DEN83LA127,1983-05-28,"HILGER, MT",United States,,,Non-Fatal,Substantial,N3380Z,Piper,PA-18A-150,No,1,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Piper PA-18A-150
20001214X42961,Accident,DEN83LA126,1983-05-28,"NEW HARMONY, UT",United States,,JM RANCH,Non-Fatal,Substantial,N735LP,Cessna,182Q,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Landing,Probable Cause,,2.0,False,Cessna 182Q
20001214X42934,Accident,CHI83LA240,1983-05-28,"BEMIDJI, MN",United States,BJI,BEMIDJI,Non-Fatal,Substantial,N7453G,Cessna,172,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Landing,Probable Cause,,3.0,False,Cessna 172
20001214X42931,Accident,CHI83LA233,1983-05-28,"WOODRUFF, WI",United States,ARV,MINOCQUA WOODRUFF,Non-Fatal,Substantial,N2164X,Piper,PA-34-200T,No,2,Reciprocating,Personal,0.0,0.0,0.0,5.0,Vmc,Approach,Probable Cause,,5.0,False,Piper PA-34-200T
20001214X42889,Accident,ATL83LA204,1983-05-28,"MITCHELLVILLE, MD",United States,W00,FREEWAY,Non-Fatal,Substantial,N9872Q,Mooney,M20K,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Approach,Probable Cause,,1.0,False,Mooney M20K
