Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Number.of.Passengers,Destroyed,UniqueID
20220801105634,Accident,CEN22LA350,2022-07-31,"Marshall, MO",United States,,,Non-Fatal,Substantial,N458SG,ROBINSON HELICOPTER COMPANY,R44 II,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,,"The pilot’s failure to adequately survey a field for obstructions prior to a low-level aerial application pass, which resulted in an impact with a powerline.",22-09-2022,1.0,False,ROBINSON HELICOPTER COMPANY R44 II
20220810105709,Accident,CEN22LA379,2022-07-31,"Joliet, IL",United States,KJOT,Joliet Regional Airport,Non-Fatal,Substantial,N3519Y,CESSNA,182E,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,,"The pilot’s inadequate landing flare, which resulted in a hard, bounced landing. ",23-09-2022,1.0,False,CESSNA 182E
20220802105641,Accident,ERA22LA349,2022-08-01,"Wauchula, FL",United States,CHN,WAUCHULA MUNI,Non-Fatal,Substantial,N119ED,BEECH,35,No,1,,Personal,0.0,0.0,0.0,2.0,Vmc,,,25-08-2022,2.0,False,BEECH 35
20220802105642,Accident,CEN22LA351,2022-08-01,"Arcadia, IA",United States,,,Minor,Substantial,N169AA,BELL HELICOPTER TEXTRON,206B,No,1,,Aerial Application,0.0,1.0,0.0,0.0,Vmc,,,09-09-2022,1.0,False,BELL HELICOPTER TEXTRON 206B
20220802105643,Incident,CEN22LA352,2022-08-01,"Washington, LA",United States,17LS,,Non-Fatal,Substantial,N407CT,AIR TRACTOR INC,AT-502,No,1,,Aerial Application,0.0,0.0,0.0,1.0,,,,08-09-2022,1.0,False,AIR TRACTOR INC AT-502
20220803105649,Accident,CEN22LA354,2022-08-01,"Lamoni, IA",United States,,,Minor,Destroyed,N4326S,AIR TRACTOR INC,AT-301,No,1,,Aerial Application,0.0,1.0,0.0,0.0,Vmc,,,09-09-2022,1.0,True,AIR TRACTOR INC AT-301
20220805105673,Accident,GAA22WA242,2022-08-01,"Sungai Pinji, ",Malaysia,,,Fatal,Destroyed,9M-BAA,PIPER,PA28,No,,,,1.0,0.0,1.0,0.0,,,,12-09-2022,2.0,True,PIPER PA28
20220802105644,Accident,ERA22FA350,2022-08-02,"Cheneyville, LA",United States,,,Fatal,Substantial,N9184Q,AIR TRACTOR INC,AT-502,No,1,,Aerial Application,1.0,0.0,0.0,0.0,Vmc,,,18-08-2022,1.0,False,AIR TRACTOR INC AT-502
20220803105647,Accident,ERA22FA351,2022-08-02,"South Haven Charter Township, MI",United States,LWA,SOUTH HAVEN AREA RGNL,Fatal,Destroyed,N9784Q,SMITH,AEROSTAR 600,No,2,,Personal,2.0,0.0,0.0,0.0,Vmc,,,30-08-2022,2.0,True,SMITH AEROSTAR 600
20220811105716,Accident,CEN22LA381,2022-08-02,"Port Alsworth, AK",United States,05K,Wilder Runway Airport,Non-Fatal,Substantial,N317AK,PIPER,PA31,No,2,,,0.0,0.0,0.0,8.0,,,,24-08-2022,8.0,False,PIPER PA31
20220803105658,Accident,ERA22LA352,2022-08-03,"Nixon, PA",United States,BTP,PITTSBURGH/BUTLER RGNL,Non-Fatal,Substantial,N459BT,CIRRUS DESIGN CORP,SR20,No,1,,Personal,0.0,0.0,0.0,1.0,Vmc,,,16-09-2022,1.0,False,CIRRUS DESIGN CORP SR20
20220803105659,Accident,CEN22LA359,2022-08-03,"Melville, LA",United States,,,Minor,Substantial,N41850,AIR TRACTOR INC,AT-502B,No,1,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,Vmc,,"The pilot improperly monitored the operating environment which resulted in a collision with a tree located in the middle of a field.  ",23-09-2022,1.0,False,AIR TRACTOR INC AT-502B
20220804105660,Accident,ERA22FA354,2022-08-03,"Cynthiana, KY",United States,0I8,CYNTHIANA-HARRISON COUNTY,Fatal,Substantial,N88550,PIPER,J3C-65,No,1,,Personal,1.0,0.0,1.0,0.0,Vmc,,,17-08-2022,2.0,False,PIPER J3C-65
20220804105664,Accident,ERA22LA355,2022-08-03,"Cranberry Township, PA",United States,11PN,Eakin Airport,Minor,Substantial,N9325H,AERONCA,7BCM,No,1,,Personal,0.0,1.0,0.0,1.0,Vmc,,,28-09-2022,2.0,False,AERONCA 7BCM
20220804105665,Accident,WPR22LA290,2022-08-03,"Carlsbad, NM",United States,CNM,CAVERN CITY AIR TRML,Non-Fatal,Substantial,N620WG,EADS SOCATA,TBM 700,No,1,,Business,0.0,0.0,0.0,3.0,,,,18-08-2022,3.0,False,EADS SOCATA TBM 700
20220804105668,Accident,CEN22LA361,2022-08-03,"Hurst, IL",United States,IL71,,Non-Fatal,Substantial,N255CP,C M STUHRENBERG/P C POLETE,VANS RV-10,No,1,,Flight Test,0.0,0.0,0.0,1.0,Vmc,,,23-09-2022,1.0,False,C M STUHRENBERG/P C POLETE VANS RV-10
20220804105669,Accident,ERA22LA357,2022-08-03,"Leghighton, PA",United States,,,Serious,Substantial,N45CA,ROBINSON HELICOPTER,R44,No,1,,Personal,0.0,0.0,1.0,2.0,Vmc,,,11-08-2022,3.0,False,ROBINSON HELICOPTER R44
20220822105782,Accident,GAA22WA258,2022-08-03,"Cranbrook, ",Canada,,,Minor,Substantial,C-FFQS,AIR TRACTOR,AT-802A,No,,,,0.0,1.0,0.0,0.0,,,,13-10-2022,1.0,False,AIR TRACTOR AT-802A
20220906105868,Accident,GAA22WA269,2022-08-03,"Piotrków Trybunalski, ",Poland,,,Fatal,Destroyed,SP-SIP,SHORT,SC7,No,,,,2.0,0.0,0.0,0.0,,,,03-11-2022,2.0,True,SHORT SC7
20221011106110,Accident,ANC22LA082,2022-08-03,"Kokhanok, AK",United States,,,Non-Fatal,Substantial,N65223,DEHAVILLAND,BEAVER U-6A,No,1,,Other Work Use,0.0,0.0,0.0,7.0,Vmc,,,20-10-2022,7.0,False,DEHAVILLAND BEAVER U-6A
20220804105666,Accident,WPR22LA291,2022-08-04,"Chino, CA",United States,KCNO,,Non-Fatal,Substantial,N833SB,AIRBUS HELICOPTERS INC,AS350B3,No,1,Turbo Shaft,Public Aircraft,0.0,0.0,0.0,2.0,Vmc,,The subsequent delamination of the main rotor blades as a result of an unidentified main rotor blade impact with vegetation during a previous flight by another pilot.,08-12-2022,2.0,False,AIRBUS HELICOPTERS INC AS350B3
20220804105667,Accident,ERA22LA356,2022-08-04,"Holly Ridge, NC",United States,N21,Holly Ridge/Topsail,Minor,Substantial,N8865T,CESSNA,182C,No,1,,Personal,0.0,1.0,0.0,0.0,,,,10-08-2022,1.0,False,CESSNA 182C
20220808105681,Accident,CEN22LA365,2022-08-04,"Indianola, IA",United States,,,Non-Fatal,Substantial,N801UM,ULTRAMAGIC SA,M56C,No,1,,Personal,0.0,0.0,0.0,1.0,Vmc,,"The pilot’s failure to maintain adequate clearance from powerlines.",23-09-2022,1.0,False,ULTRAMAGIC SA M56C
20220808105689,Accident,CEN22LA368,2022-08-04,"Midland, TX",United States,KMAF,Midland Air Park,Minor,Substantial,N4691K,CESSNA,182P,No,1,,Personal,0.0,1.0,0.0,0.0,Vmc,,,24-08-2022,1.0,False,CESSNA 182P
20220809105696,Accident,CEN22LA373,2022-08-04,"Cantwell, AK",United States,,No ID,Non-Fatal,Substantial,N9211T,CESSNA,180C,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,,"The pilot's excessive brake application during the landing roll that resulted in a nose over.",06-10-2022,3.0,False,CESSNA 180C
20220812105728,Accident,ERA22LA370,2022-08-04,"Shirley, NY",United States,HWV,Brookhaven,Non-Fatal,Substantial,N2055T,SCHWEIZER,SGS 2-33A,No,0,,Instructional,0.0,0.0,0.0,2.0,Vmc,,,23-08-2022,2.0,False,SCHWEIZER SGS 2-33A
20220913105919,Accident,GAA22WA277,2022-08-04,"Gloucestershire, ",United Kingdom,,,Non-Fatal,Substantial,G-BCJN,PIPER,PA-28-140,No,,,,0.0,0.0,0.0,2.0,,,,25-10-2022,2.0,False,PIPER PA-28-140
20220808105687,Accident,CEN22LA366,2022-08-05,"Maynard, IA",United States,,,Non-Fatal,Substantial,N619RB,ROBINSON HELICOPTER COMPANY,R44 II,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,,"An impact with a powerline as a result of an unexpected wind gust.",23-09-2022,1.0,False,ROBINSON HELICOPTER COMPANY R44 II
20220808105688,Accident,CEN22LA367,2022-08-05,"Benton, KS",United States,1K1,LLOYD STEARMAN FLD,Non-Fatal,Substantial,N97683,CESSNA,182Q,No,1,,Personal,0.0,0.0,0.0,3.0,Vmc,,,12-08-2022,3.0,False,CESSNA 182Q
20220809105698,Accident,WPR22LA294,2022-08-05,"White Salmon, WA",United States,75WA,PORT ELSNER,Non-Fatal,Substantial,N7485R,PIPER,PA-28-160,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,,"The pilot’s failure to attain a proper touchdown point, and his delayed decision to go around which, resulted in a collision with trees.",08-12-2022,2.0,False,PIPER PA-28-160
20220809105705,Accident,CEN22LA377,2022-08-05,"Vernon Hills, IL",United States,,,Non-Fatal,Substantial,N6460R,PIPER,PA-28-140,No,1,,Personal,0.0,0.0,0.0,1.0,Vmc,,,30-08-2022,1.0,False,PIPER PA-28-140
20220810105712,Accident,WPR22LA297,2022-08-05,"Yellow Pine, ID",United States,3U2,JOHNSON CREEK AIRPORT,Non-Fatal,Substantial,N722BS,CESSNA,182B,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,,The pilot's failure to maintain clearance from a tree while maneuvering.,08-12-2022,2.0,False,CESSNA 182B
20220808105682,Accident,ERA22LA364,2022-08-06,"Erwinna, PA",United States,9N1,VANSANT,Non-Fatal,Substantial,N49310,AEROTEK,PITTS SPECIAL S-1S,No,1,,Personal,0.0,0.0,0.0,2.0,Vmc,,,19-09-2022,2.0,False,AEROTEK PITTS SPECIAL S-1S
20220808105682,Accident,ERA22LA364,2022-08-06,"Erwinna, PA",United States,9N1,VANSANT,Non-Fatal,Substantial,N32141,WACO,UPF-7,No,1,,Personal,0.0,0.0,0.0,2.0,Vmc,,,19-09-2022,2.0,False,WACO UPF-7
20220808105684,Accident,DCA22LA175,2022-08-06,"Chicago, IL",United States,ORD,CHICAGO O'HARE INTL,Non-Fatal,Substantial,A7-BFH,BOEING,777,No,,,,0.0,0.0,0.0,2.0,Vmc,,,01-12-2022,2.0,False,BOEING 777
20220808105691,Accident,CEN22LA370,2022-08-06,"Highland, IL",United States,H07,Highland,Serious,Substantial,N424BG,BURKHART GROB FLUGZEUGBAU,G102 CLUB ASTIR IIIB,No,0,,Personal,0.0,0.0,1.0,0.0,Vmc,,"The glider’s encounter with atmospheric conditions where the lift was not sufficient to maintain flight.",01-11-2022,1.0,False,BURKHART GROB FLUGZEUGBAU G102 CLUB ASTIR IIIB
20220810105708,Accident,GAA22WA244,2022-08-06,"Hampshire, ",United Kingdom,,,Non-Fatal,Substantial,G-JASE,PIPER,PA-28-161,No,,,,0.0,0.0,0.0,2.0,,,,22-09-2022,2.0,False,PIPER PA-28-161
20220811105718,Accident,GAA22WA246,2022-08-06,"Lotus Vale, ",American Samoa,,,Non-Fatal,Substantial,VH-NKV,ROBINSON,R22,No,,,,0.0,0.0,0.0,1.0,,,,28-09-2022,1.0,False,ROBINSON R22
20220807105676,Accident,ERA22LA362,2022-08-07,"Bardstown, KY",United States,BRY,SAMUELS FLD,Fatal,Minor,N723AG,Diamond Aircraft,DA-40,No,1,,Personal,1.0,0.0,0.0,2.0,Vmc,,,24-08-2022,3.0,False,Diamond Aircraft DA-40
20220808105678,Accident,CEN22LA363,2022-08-07,"Waller, TX",United States,89TA,Soaring Club of Houston Glider,Non-Fatal,Substantial,N921M,SCHLEICHER,ASW-20B,No,0,None,Personal,0.0,0.0,0.0,1.0,Vmc,,The pilot’s failure to maintain the proper descent rate during an off-airport landing.,02-12-2022,1.0,False,SCHLEICHER ASW-20B
20220808105680,Accident,ERA22LA363,2022-08-07,"Ellenville, NY",United States,N89,JOSEPH Y RESNICK,Minor,Substantial,N50439,CESSNA,150H,No,1,,Personal,0.0,1.0,0.0,1.0,Vmc,,,13-09-2022,2.0,False,CESSNA 150H
20220809105693,Accident,WPR22LA293,2022-08-07,"Circle, MT",United States,,,Non-Fatal,Substantial,N36542,AIR TRACTOR INC,AT-301,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,,The loss of engine power due to carburetor ice.  Contributing to the accident was the pilot’s failure to use carburetor heat.,02-12-2022,1.0,False,AIR TRACTOR INC AT-301
20220811105715,Accident,CEN22LA380,2022-08-07,"McCarthy, AK",United States,,,Non-Fatal,Substantial,N171Q,CESSNA,172,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,,"The pilot’s failure to maintain control of the airplane during takeoff in turbulent weather conditions.  ",08-12-2022,2.0,False,CESSNA 172
20220816105745,Accident,GAA22WA248,2022-08-07,"Lanzhou, ",China,,,Fatal,Substantial,B-70F2,ROBINSON,R44,No,,,,1.0,0.0,0.0,0.0,,,,28-09-2022,1.0,False,ROBINSON R44
20220810105707,Accident,GAA22WA243,2022-08-08,"Bueanaventura Beach, ",Saint Pierre and Miquelon,,,Non-Fatal,Destroyed,HP-1685,PIPER,PA-34-200T,No,,,,0.0,0.0,0.0,2.0,,,,01-12-2022,2.0,True,PIPER PA-34-200T
20220809105704,Accident,CEN22FA376,2022-08-09,"Centennial, CO",United States,KAPA,Centennial Airport,Fatal,Destroyed,N727PC,CESSNA,182Q,No,1,,Unknown,1.0,0.0,0.0,0.0,Vmc,,,09-09-2022,1.0,True,CESSNA 182Q
20220810105706,Accident,CEN22LA378,2022-08-09,"Clinton, AR",United States,CCA,CLINTON MUNI,Non-Fatal,Substantial,N9637X,CESSNA,210B,No,1,,Personal,0.0,0.0,0.0,1.0,Vmc,,,17-08-2022,1.0,False,CESSNA 210B
20220810105710,Accident,WPR22LA296,2022-08-09,"Corona, CA",United States,AJO,CORONA MUNI,Non-Fatal,Substantial,N841AD,PIPER,PA-32-300,No,1,,Personal,0.0,0.0,0.0,2.0,Vmc,,,16-08-2022,2.0,False,PIPER PA-32-300
20220811105717,Accident,CEN22LA382,2022-08-09,"Kahului, HI",United States,PHOG,KAHULUI,Non-Fatal,Substantial,N84352,CESSNA,172K,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,,"The pilot’s inadequate compensation for gusting winds while maneuvering on the ground. ",23-09-2022,1.0,False,CESSNA 172K
20220815105736,Accident,CEN22LA386,2022-08-09,"Onalaska, TX",United States,LFK,ANGELINA COUNTY,Non-Fatal,Substantial,N802DA,AIR TRACTOR INC,AT-802A,No,1,,Firefighting,0.0,0.0,0.0,1.0,Vmc,,,09-09-2022,1.0,False,AIR TRACTOR INC AT-802A
20220811105713,Accident,WPR22FA298,2022-08-10,"Blyn, WA",United States,,,Fatal,Substantial,N379DH,CIRRUS DESIGN CORP,SR22,No,1,,Personal,1.0,0.0,0.0,0.0,Vmc,,,25-08-2022,1.0,False,CIRRUS DESIGN CORP SR22
20220815105735,Accident,CEN22LA385,2022-08-10,"Sparta, MI",United States,8D4,Paul C Miller - Sparta,Non-Fatal,Substantial,N55338,PIPER,PA-28-140,No,1,,Personal,0.0,0.0,0.0,3.0,Vmc,,,25-08-2022,3.0,False,PIPER PA-28-140
20220816105752,Accident,ANC22LA067,2022-08-10,"Delta Junction, AK",United States,-,3 Finger Charley,Non-Fatal,Substantial,N7087D,PIPER,PA-18-150,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,,The pilot’s failure to maintain directional control of the airplane during the takeoff roll following a hard landing.,08-12-2022,1.0,False,PIPER PA-18-150
20220819105769,Accident,CEN22LA389,2022-08-10,"Appleton, MN",United States,AQP,Appleton Municipal Airport,Non-Fatal,Substantial,N73194,AIR TRACTOR,AT502,No,1,,Aerial Application,0.0,0.0,0.0,1.0,Vmc,,,25-08-2022,1.0,False,AIR TRACTOR AT502
